dataset,configuration_id,base_configuration_id,feature_family,feature_capacity,feature_params,classifier,classifier_family,classifier_capacity,classifier_params,train_fraction,subset_seed,protocol_hash
UT_HAR,time_stats__extra_trees__large__frac_1.00,time_stats__extra_trees__large,time_stats,large,"{""segment_bins"": 4, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",extra_trees,tree_ensemble,large,"{""max_depth"": null, ""n_estimators"": 600}",1.0,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__small__frac_0.20,time_stats__hist_gradient_boosting__small,time_stats,small,"{""segment_bins"": 1, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,small,"{""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15}",0.2,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__small__frac_0.40,time_stats__hist_gradient_boosting__small,time_stats,small,"{""segment_bins"": 1, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,small,"{""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15}",0.4,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__small__frac_0.60,time_stats__hist_gradient_boosting__small,time_stats,small,"{""segment_bins"": 1, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,small,"{""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15}",0.6,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__small__frac_0.80,time_stats__hist_gradient_boosting__small,time_stats,small,"{""segment_bins"": 1, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,small,"{""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15}",0.8,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__small__frac_1.00,time_stats__hist_gradient_boosting__small,time_stats,small,"{""segment_bins"": 1, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,small,"{""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15}",1.0,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__medium__frac_0.20,time_stats__hist_gradient_boosting__medium,time_stats,medium,"{""segment_bins"": 2, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,medium,"{""learning_rate"": 0.06, ""max_iter"": 200, ""max_leaf_nodes"": 31}",0.2,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__medium__frac_0.40,time_stats__hist_gradient_boosting__medium,time_stats,medium,"{""segment_bins"": 2, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,medium,"{""learning_rate"": 0.06, ""max_iter"": 200, ""max_leaf_nodes"": 31}",0.4,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__medium__frac_0.60,time_stats__hist_gradient_boosting__medium,time_stats,medium,"{""segment_bins"": 2, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,medium,"{""learning_rate"": 0.06, ""max_iter"": 200, ""max_leaf_nodes"": 31}",0.6,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__medium__frac_0.80,time_stats__hist_gradient_boosting__medium,time_stats,medium,"{""segment_bins"": 2, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,medium,"{""learning_rate"": 0.06, ""max_iter"": 200, ""max_leaf_nodes"": 31}",0.8,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__medium__frac_1.00,time_stats__hist_gradient_boosting__medium,time_stats,medium,"{""segment_bins"": 2, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,medium,"{""learning_rate"": 0.06, ""max_iter"": 200, ""max_leaf_nodes"": 31}",1.0,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__large__frac_0.20,time_stats__hist_gradient_boosting__large,time_stats,large,"{""segment_bins"": 4, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,large,"{""learning_rate"": 0.04, ""max_iter"": 350, ""max_leaf_nodes"": 63}",0.2,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__large__frac_0.40,time_stats__hist_gradient_boosting__large,time_stats,large,"{""segment_bins"": 4, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,large,"{""learning_rate"": 0.04, ""max_iter"": 350, ""max_leaf_nodes"": 63}",0.4,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__large__frac_0.60,time_stats__hist_gradient_boosting__large,time_stats,large,"{""segment_bins"": 4, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,large,"{""learning_rate"": 0.04, ""max_iter"": 350, ""max_leaf_nodes"": 63}",0.6,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__large__frac_0.80,time_stats__hist_gradient_boosting__large,time_stats,large,"{""segment_bins"": 4, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,large,"{""learning_rate"": 0.04, ""max_iter"": 350, ""max_leaf_nodes"": 63}",0.8,3407,8a3568eb591e
UT_HAR,time_stats__hist_gradient_boosting__large__frac_1.00,time_stats__hist_gradient_boosting__large,time_stats,large,"{""segment_bins"": 4, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",hist_gradient_boosting,boosting,large,"{""learning_rate"": 0.04, ""max_iter"": 350, ""max_leaf_nodes"": 63}",1.0,3407,8a3568eb591e
UT_HAR,time_stats__lda__small__frac_0.20,time_stats__lda__small,time_stats,small,"{""segment_bins"": 1, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,small,"{""shrinkage"": null, ""solver"": ""svd""}",0.2,3407,8a3568eb591e
UT_HAR,time_stats__lda__small__frac_0.40,time_stats__lda__small,time_stats,small,"{""segment_bins"": 1, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,small,"{""shrinkage"": null, ""solver"": ""svd""}",0.4,3407,8a3568eb591e
UT_HAR,time_stats__lda__small__frac_0.60,time_stats__lda__small,time_stats,small,"{""segment_bins"": 1, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,small,"{""shrinkage"": null, ""solver"": ""svd""}",0.6,3407,8a3568eb591e
UT_HAR,time_stats__lda__small__frac_0.80,time_stats__lda__small,time_stats,small,"{""segment_bins"": 1, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,small,"{""shrinkage"": null, ""solver"": ""svd""}",0.8,3407,8a3568eb591e
UT_HAR,time_stats__lda__small__frac_1.00,time_stats__lda__small,time_stats,small,"{""segment_bins"": 1, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,small,"{""shrinkage"": null, ""solver"": ""svd""}",1.0,3407,8a3568eb591e
UT_HAR,time_stats__lda__medium__frac_0.20,time_stats__lda__medium,time_stats,medium,"{""segment_bins"": 2, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,medium,"{""shrinkage"": ""auto"", ""solver"": ""lsqr""}",0.2,3407,8a3568eb591e
UT_HAR,time_stats__lda__medium__frac_0.40,time_stats__lda__medium,time_stats,medium,"{""segment_bins"": 2, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,medium,"{""shrinkage"": ""auto"", ""solver"": ""lsqr""}",0.4,3407,8a3568eb591e
UT_HAR,time_stats__lda__medium__frac_0.60,time_stats__lda__medium,time_stats,medium,"{""segment_bins"": 2, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,medium,"{""shrinkage"": ""auto"", ""solver"": ""lsqr""}",0.6,3407,8a3568eb591e
UT_HAR,time_stats__lda__medium__frac_0.80,time_stats__lda__medium,time_stats,medium,"{""segment_bins"": 2, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,medium,"{""shrinkage"": ""auto"", ""solver"": ""lsqr""}",0.8,3407,8a3568eb591e
UT_HAR,time_stats__lda__medium__frac_1.00,time_stats__lda__medium,time_stats,medium,"{""segment_bins"": 2, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,medium,"{""shrinkage"": ""auto"", ""solver"": ""lsqr""}",1.0,3407,8a3568eb591e
UT_HAR,time_stats__lda__large__frac_0.20,time_stats__lda__large,time_stats,large,"{""segment_bins"": 4, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,large,"{""shrinkage"": ""auto"", ""solver"": ""eigen""}",0.2,3407,8a3568eb591e
UT_HAR,time_stats__lda__large__frac_0.40,time_stats__lda__large,time_stats,large,"{""segment_bins"": 4, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,large,"{""shrinkage"": ""auto"", ""solver"": ""eigen""}",0.4,3407,8a3568eb591e
UT_HAR,time_stats__lda__large__frac_0.60,time_stats__lda__large,time_stats,large,"{""segment_bins"": 4, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,large,"{""shrinkage"": ""auto"", ""solver"": ""eigen""}",0.6,3407,8a3568eb591e
UT_HAR,time_stats__lda__large__frac_0.80,time_stats__lda__large,time_stats,large,"{""segment_bins"": 4, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,large,"{""shrinkage"": ""auto"", ""solver"": ""eigen""}",0.8,3407,8a3568eb591e
UT_HAR,time_stats__lda__large__frac_1.00,time_stats__lda__large,time_stats,large,"{""segment_bins"": 4, ""statistics"": [""mean"", ""std"", ""min"", ""max"", ""median"", ""iqr""]}",lda,linear_discriminant,large,"{""shrinkage"": ""auto"", ""solver"": ""eigen""}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__small__frac_0.20,fft_stats__logistic_regression__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,small,"{""C"": 0.1, ""max_iter"": 2000}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__small__frac_0.40,fft_stats__logistic_regression__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,small,"{""C"": 0.1, ""max_iter"": 2000}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__small__frac_0.60,fft_stats__logistic_regression__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,small,"{""C"": 0.1, ""max_iter"": 2000}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__small__frac_0.80,fft_stats__logistic_regression__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,small,"{""C"": 0.1, ""max_iter"": 2000}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__small__frac_1.00,fft_stats__logistic_regression__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,small,"{""C"": 0.1, ""max_iter"": 2000}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__medium__frac_0.20,fft_stats__logistic_regression__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,medium,"{""C"": 1.0, ""max_iter"": 3000}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__medium__frac_0.40,fft_stats__logistic_regression__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,medium,"{""C"": 1.0, ""max_iter"": 3000}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__medium__frac_0.60,fft_stats__logistic_regression__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,medium,"{""C"": 1.0, ""max_iter"": 3000}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__medium__frac_0.80,fft_stats__logistic_regression__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,medium,"{""C"": 1.0, ""max_iter"": 3000}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__medium__frac_1.00,fft_stats__logistic_regression__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,medium,"{""C"": 1.0, ""max_iter"": 3000}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__large__frac_0.20,fft_stats__logistic_regression__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,large,"{""C"": 10.0, ""max_iter"": 5000}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__large__frac_0.40,fft_stats__logistic_regression__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,large,"{""C"": 10.0, ""max_iter"": 5000}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__large__frac_0.60,fft_stats__logistic_regression__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,large,"{""C"": 10.0, ""max_iter"": 5000}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__large__frac_0.80,fft_stats__logistic_regression__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,large,"{""C"": 10.0, ""max_iter"": 5000}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__logistic_regression__large__frac_1.00,fft_stats__logistic_regression__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",logistic_regression,linear,large,"{""C"": 10.0, ""max_iter"": 5000}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__small__frac_0.20,fft_stats__linear_svm__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,small,"{""C"": 0.1}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__small__frac_0.40,fft_stats__linear_svm__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,small,"{""C"": 0.1}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__small__frac_0.60,fft_stats__linear_svm__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,small,"{""C"": 0.1}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__small__frac_0.80,fft_stats__linear_svm__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,small,"{""C"": 0.1}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__small__frac_1.00,fft_stats__linear_svm__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,small,"{""C"": 0.1}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__medium__frac_0.20,fft_stats__linear_svm__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,medium,"{""C"": 1.0}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__medium__frac_0.40,fft_stats__linear_svm__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,medium,"{""C"": 1.0}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__medium__frac_0.60,fft_stats__linear_svm__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,medium,"{""C"": 1.0}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__medium__frac_0.80,fft_stats__linear_svm__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,medium,"{""C"": 1.0}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__medium__frac_1.00,fft_stats__linear_svm__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,medium,"{""C"": 1.0}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__large__frac_0.20,fft_stats__linear_svm__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,large,"{""C"": 10.0}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__large__frac_0.40,fft_stats__linear_svm__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,large,"{""C"": 10.0}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__large__frac_0.60,fft_stats__linear_svm__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,large,"{""C"": 10.0}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__large__frac_0.80,fft_stats__linear_svm__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,large,"{""C"": 10.0}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__linear_svm__large__frac_1.00,fft_stats__linear_svm__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",linear_svm,linear_svm,large,"{""C"": 10.0}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__small__frac_0.20,fft_stats__rbf_svm__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,small,"{""C"": 0.5, ""gamma"": ""scale""}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__small__frac_0.40,fft_stats__rbf_svm__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,small,"{""C"": 0.5, ""gamma"": ""scale""}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__small__frac_0.60,fft_stats__rbf_svm__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,small,"{""C"": 0.5, ""gamma"": ""scale""}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__small__frac_0.80,fft_stats__rbf_svm__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,small,"{""C"": 0.5, ""gamma"": ""scale""}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__small__frac_1.00,fft_stats__rbf_svm__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,small,"{""C"": 0.5, ""gamma"": ""scale""}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__medium__frac_0.20,fft_stats__rbf_svm__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,medium,"{""C"": 2.0, ""gamma"": ""scale""}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__medium__frac_0.40,fft_stats__rbf_svm__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,medium,"{""C"": 2.0, ""gamma"": ""scale""}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__medium__frac_0.60,fft_stats__rbf_svm__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,medium,"{""C"": 2.0, ""gamma"": ""scale""}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__medium__frac_0.80,fft_stats__rbf_svm__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,medium,"{""C"": 2.0, ""gamma"": ""scale""}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__medium__frac_1.00,fft_stats__rbf_svm__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,medium,"{""C"": 2.0, ""gamma"": ""scale""}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__large__frac_0.20,fft_stats__rbf_svm__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,large,"{""C"": 8.0, ""gamma"": ""auto""}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__large__frac_0.40,fft_stats__rbf_svm__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,large,"{""C"": 8.0, ""gamma"": ""auto""}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__large__frac_0.60,fft_stats__rbf_svm__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,large,"{""C"": 8.0, ""gamma"": ""auto""}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__large__frac_0.80,fft_stats__rbf_svm__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,large,"{""C"": 8.0, ""gamma"": ""auto""}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__rbf_svm__large__frac_1.00,fft_stats__rbf_svm__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",rbf_svm,kernel_svm,large,"{""C"": 8.0, ""gamma"": ""auto""}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__knn__small__frac_0.20,fft_stats__knn__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,small,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__knn__small__frac_0.40,fft_stats__knn__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,small,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__knn__small__frac_0.60,fft_stats__knn__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,small,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__knn__small__frac_0.80,fft_stats__knn__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,small,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__knn__small__frac_1.00,fft_stats__knn__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,small,"{""n_neighbors"": 11, ""weights"": ""uniform""}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__knn__medium__frac_0.20,fft_stats__knn__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,medium,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__knn__medium__frac_0.40,fft_stats__knn__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,medium,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__knn__medium__frac_0.60,fft_stats__knn__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,medium,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__knn__medium__frac_0.80,fft_stats__knn__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,medium,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__knn__medium__frac_1.00,fft_stats__knn__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,medium,"{""n_neighbors"": 7, ""weights"": ""distance""}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__knn__large__frac_0.20,fft_stats__knn__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,large,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__knn__large__frac_0.40,fft_stats__knn__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,large,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__knn__large__frac_0.60,fft_stats__knn__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,large,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__knn__large__frac_0.80,fft_stats__knn__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,large,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__knn__large__frac_1.00,fft_stats__knn__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",knn,instance_based,large,"{""n_neighbors"": 3, ""weights"": ""distance""}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__small__frac_0.20,fft_stats__random_forest__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,small,"{""max_depth"": 8, ""n_estimators"": 100}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__small__frac_0.40,fft_stats__random_forest__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,small,"{""max_depth"": 8, ""n_estimators"": 100}",0.4,3407,8a3568eb591e
